SubBlock,BlockID,parameter,R0,R1,defval_mask,param_mask,param_minbit,reg_mask,reg_id
ch,18,Mask_tot,164,34,0,1,0,32,0
ch,18,Probe_inv,163,34,0,1,0,128,0
ch,18,Probe_noinv,162,34,0,1,0,1,0
ch,18,Probe_pa,164,34,0,1,0,1,0
ch,18,Probe_toa,164,34,0,1,0,128,0
ch,18,Probe_tot,164,34,0,1,0,64,0
ch,18,Ref_dac_inv,163,34,0,31,0,62,0
ch,18,Ref_dac_toa,161,34,0,27,0,62,0
ch,18,Ref_dac_tot,162,34,0,31,0,62,0
ch,18,Sel_trigger_toa,163,34,0,1,0,64,0
ch,18,Sel_trigger_tot,164,34,0,1,0,16,0
ch,19,Adc_pedestal,236,36,0,255,0,255,0
ch,19,Channel_off,228,36,0,1,0,8,0
ch,19,DAC_CAL_CTDC_TOA,230,36,0,63,0,63,0
ch,19,DAC_CAL_CTDC_TOT,232,36,0,63,0,63,0
ch,19,DAC_CAL_FTDC_TOA,229,36,0,63,0,63,0
ch,19,DAC_CAL_FTDC_TOT,231,36,0,63,0,63,0
ch,19,DIS_TDC,234,36,0,1,0,128,0
ch,19,ExtData,235,36,0,768,8,3,0
ch,19,ExtData,237,36,0,255,0,255,1
ch,19,HighRange,228,36,0,1,0,4,0
ch,19,IN_FTDC_ENCODER_TOA,233,36,0,63,0,63,0
ch,19,IN_FTDC_ENCODER_TOT,234,36,0,63,0,63,0
ch,19,Inputdac,224,36,0,31,0,31,0
ch,19,Inputdacpol,224,36,0,1,0,32,0
ch,19,LowRange,228,36,0,1,0,2,0
ch,19,Mask_AlignBuffer,235,36,0,1,0,128,0
ch,19,Mask_adc,229,36,0,1,0,128,0
ch,19,Mask_toa,227,36,0,1,0,1,0
ch,19,Mask_tot,228,36,0,1,0,32,0
ch,19,Probe_inv,227,36,0,1,0,128,0
ch,19,Probe_noinv,226,36,0,1,0,1,0
ch,19,Probe_pa,228,36,0,1,0,1,0
ch,19,Probe_toa,228,36,0,1,0,128,0
ch,19,Probe_tot,228,36,0,1,0,64,0
ch,19,Ref_dac_inv,227,36,0,31,0,62,0
ch,19,Ref_dac_toa,225,36,0,27,0,62,0
ch,19,Ref_dac_tot,226,36,0,31,0,62,0
ch,19,Sel_trigger_toa,227,36,0,1,0,64,0
ch,19,Sel_trigger_tot,228,36,0,1,0,16,0
ch,20,Adc_pedestal,204,34,0,255,0,255,0
ch,20,Channel_off,196,34,0,1,0,8,0
ch,20,DAC_CAL_CTDC_TOA,198,34,0,63,0,63,0
ch,20,DAC_CAL_CTDC_TOT,200,34,0,63,0,63,0
ch,20,DAC_CAL_FTDC_TOA,197,34,0,63,0,63,0
ch,20,DAC_CAL_FTDC_TOT,199,34,0,63,0,63,0
ch,20,DIS_TDC,202,34,0,1,0,128,0
ch,20,ExtData,203,34,0,768,8,3,0
ch,20,ExtData,205,34,0,255,0,255,1
ch,20,HighRange,196,34,0,1,0,4,0
ch,20,IN_FTDC_ENCODER_TOA,201,34,0,63,0,63,0
ch,20,IN_FTDC_ENCODER_TOT,202,34,0,63,0,63,0
ch,20,Inputdac,192,34,0,31,0,31,0
ch,20,Inputdacpol,192,34,0,1,0,32,0
ch,20,LowRange,196,34,0,1,0,2,0
ch,20,Mask_AlignBuffer,203,34,0,1,0,128,0
ch,20,Mask_adc,197,34,0,1,0,128,0
ch,20,Mask_toa,195,34,0,1,0,1,0
ch,20,Mask_tot,196,34,0,1,0,32,0
ch,20,Probe_inv,195,34,0,1,0,128,0
ch,20,Probe_noinv,194,34,0,1,0,1,0
ch,20,Probe_pa,196,34,0,1,0,1,0
ch,20,Probe_toa,196,34,0,1,0,128,0
ch,20,Probe_tot,196,34,0,1,0,64,0
ch,20,Ref_dac_inv,195,34,0,31,0,62,0
ch,20,Ref_dac_toa,193,34,0,27,0,62,0
ch,20,Ref_dac_tot,194,34,0,31,0,62,0
ch,20,Sel_trigger_toa,195,34,0,1,0,64,0
ch,20,Sel_trigger_tot,196,34,0,1,0,16,0
ch,21,Adc_pedestal,236,34,0,255,0,255,0
ch,21,Channel_off,228,34,0,1,0,8,0
ch,21,DAC_CAL_CTDC_TOA,230,34,0,63,0,63,0
ch,21,DAC_CAL_CTDC_TOT,232,34,0,63,0,63,0
ch,21,DAC_CAL_FTDC_TOA,229,34,0,63,0,63,0
ch,21,DAC_CAL_FTDC_TOT,231,34,0,63,0,63,0
ch,21,DIS_TDC,234,34,0,1,0,128,0
ch,21,ExtData,235,34,0,768,8,3,0
ch,21,ExtData,237,34,0,255,0,255,1
ch,21,HighRange,228,34,0,1,0,4,0
ch,21,IN_FTDC_ENCODER_TOA,233,34,0,63,0,63,0
ch,21,IN_FTDC_ENCODER_TOT,234,34,0,63,0,63,0
ch,21,Inputdac,224,34,0,31,0,31,0
ch,21,Inputdacpol,224,34,0,1,0,32,0
ch,21,LowRange,228,34,0,1,0,2,0
ch,21,Mask_AlignBuffer,235,34,0,1,0,128,0
ch,21,Mask_adc,229,34,0,1,0,128,0
ch,21,Mask_toa,227,34,0,1,0,1,0
ch,21,Mask_tot,228,34,0,1,0,32,0
ch,21,Probe_inv,227,34,0,1,0,128,0
ch,21,Probe_noinv,226,34,0,1,0,1,0
ch,21,Probe_pa,228,34,0,1,0,1,0
ch,21,Probe_toa,228,34,0,1,0,128,0
ch,21,Probe_tot,228,34,0,1,0,64,0
ch,21,Ref_dac_inv,227,34,0,31,0,62,0
ch,21,Ref_dac_toa,225,34,0,27,0,62,0
ch,21,Ref_dac_tot,226,34,0,31,0,62,0
ch,21,Sel_trigger_toa,227,34,0,1,0,64,0
ch,21,Sel_trigger_tot,228,34,0,1,0,16,0
ch,22,Adc_pedestal,12,35,0,255,0,255,0
ch,22,Channel_off,4,35,0,1,0,8,0
ch,22,DAC_CAL_CTDC_TOA,6,35,0,63,0,63,0
ch,22,DAC_CAL_CTDC_TOT,8,35,0,63,0,63,0
ch,22,DAC_CAL_FTDC_TOA,5,35,0,63,0,63,0
ch,22,DAC_CAL_FTDC_TOT,7,35,0,63,0,63,0
ch,22,DIS_TDC,10,35,0,1,0,128,0
ch,22,ExtData,11,35,0,768,8,3,0
ch,22,ExtData,13,35,0,255,0,255,1
ch,22,HighRange,4,35,0,1,0,4,0
ch,22,IN_FTDC_ENCODER_TOA,9,35,0,63,0,63,0
ch,22,IN_FTDC_ENCODER_TOT,10,35,0,63,0,63,0
ch,22,Inputdac,0,35,0,31,0,31,0
ch,22,Inputdacpol,0,35,0,1,0,32,0
ch,22,LowRange,4,35,0,1,0,2,0
ch,22,Mask_AlignBuffer,11,35,0,1,0,128,0
ch,22,Mask_adc,5,35,0,1,0,128,0
ch,22,Mask_toa,3,35,0,1,0,1,0
ch,22,Mask_tot,4,35,0,1,0,32,0
ch,22,Probe_inv,3,35,0,1,0,128,0
ch,22,Probe_noinv,2,35,0,1,0,1,0
ch,22,Probe_pa,4,35,0,1,0,1,0
ch,22,Probe_toa,4,35,0,1,0,128,0
ch,22,Probe_tot,4,35,0,1,0,64,0
ch,22,Ref_dac_inv,3,35,0,31,0,62,0
ch,22,Ref_dac_toa,1,35,0,27,0,62,0
ch,22,Ref_dac_tot,2,35,0,31,0,62,0
ch,22,Sel_trigger_toa,3,35,0,1,0,64,0
ch,22,Sel_trigger_tot,4,35,0,1,0,16,0
ch,23,Adc_pedestal,44,35,0,255,0,255,0
ch,23,Channel_off,36,35,0,1,0,8,0
ch,23,DAC_CAL_CTDC_TOA,38,35,0,63,0,63,0
ch,23,DAC_CAL_CTDC_TOT,40,35,0,63,0,63,0
ch,23,DAC_CAL_FTDC_TOA,37,35,0,63,0,63,0
ch,23,DAC_CAL_FTDC_TOT,39,35,0,63,0,63,0
ch,23,DIS_TDC,42,35,0,1,0,128,0
ch,23,ExtData,43,35,0,768,8,3,0
ch,23,ExtData,45,35,0,255,0,255,1
ch,23,HighRange,36,35,0,1,0,4,0
ch,23,IN_FTDC_ENCODER_TOA,41,35,0,63,0,63,0
ch,23,IN_FTDC_ENCODER_TOT,42,35,0,63,0,63,0
ch,23,Inputdac,32,35,0,31,0,31,0
ch,23,Inputdacpol,32,35,0,1,0,32,0
ch,23,LowRange,36,35,0,1,0,2,0
ch,23,Mask_AlignBuffer,43,35,0,1,0,128,0
ch,23,Mask_adc,37,35,0,1,0,128,0
ch,23,Mask_toa,35,35,0,1,0,1,0
ch,23,Mask_tot,36,35,0,1,0,32,0
ch,23,Probe_inv,35,35,0,1,0,128,0
ch,23,Probe_noinv,34,35,0,1,0,1,0
ch,23,Probe_pa,36,35,0,1,0,1,0
ch,23,Probe_toa,36,35,0,1,0,128,0
ch,23,Probe_tot,36,35,0,1,0,64,0
ch,23,Ref_dac_inv,35,35,0,31,0,62,0
ch,23,Ref_dac_toa,33,35,0,27,0,62,0
ch,23,Ref_dac_tot,34,35,0,31,0,62,0
ch,23,Sel_trigger_toa,35,35,0,1,0,64,0
ch,23,Sel_trigger_tot,36,35,0,1,0,16,0
ch,24,Adc_pedestal,76,35,0,255,0,255,0
ch,24,Channel_off,68,35,0,1,0,8,0
ch,24,DAC_CAL_CTDC_TOA,70,35,0,63,0,63,0
ch,24,DAC_CAL_CTDC_TOT,72,35,0,63,0,63,0
ch,24,DAC_CAL_FTDC_TOA,69,35,0,63,0,63,0
ch,24,DAC_CAL_FTDC_TOT,71,35,0,63,0,63,0
ch,24,DIS_TDC,74,35,0,1,0,128,0
ch,24,ExtData,75,35,0,768,8,3,0
ch,24,ExtData,77,35,0,255,0,255,1
ch,24,HighRange,68,35,0,1,0,4,0
ch,24,IN_FTDC_ENCODER_TOA,73,35,0,63,0,63,0
ch,24,IN_FTDC_ENCODER_TOT,74,35,0,63,0,63,0
ch,24,Inputdac,64,35,0,31,0,31,0
ch,24,Inputdacpol,64,35,0,1,0,32,0
ch,24,LowRange,68,35,0,1,0,2,0
ch,24,Mask_AlignBuffer,75,35,0,1,0,128,0
ch,24,Mask_adc,69,35,0,1,0,128,0
ch,24,Mask_toa,67,35,0,1,0,1,0
ch,24,Mask_tot,68,35,0,1,0,32,0
ch,24,Probe_inv,67,35,0,1,0,128,0
ch,24,Probe_noinv,66,35,0,1,0,1,0
ch,24,Probe_pa,68,35,0,1,0,1,0
ch,24,Probe_toa,68,35,0,1,0,128,0
ch,24,Probe_tot,68,35,0,1,0,64,0
ch,24,Ref_dac_inv,67,35,0,31,0,62,0
ch,24,Ref_dac_toa,65,35,0,27,0,62,0
ch,24,Ref_dac_tot,66,35,0,31,0,62,0
ch,24,Sel_trigger_toa,67,35,0,1,0,64,0
ch,24,Sel_trigger_tot,68,35,0,1,0,16,0
ch,25,Adc_pedestal,108,35,0,255,0,255,0
ch,25,Channel_off,100,35,0,1,0,8,0
ch,25,DAC_CAL_CTDC_TOA,102,35,0,63,0,63,0
ch,25,DAC_CAL_CTDC_TOT,104,35,0,63,0,63,0
ch,25,DAC_CAL_FTDC_TOA,101,35,0,63,0,63,0
ch,25,DAC_CAL_FTDC_TOT,103,35,0,63,0,63,0
ch,25,DIS_TDC,106,35,0,1,0,128,0
ch,25,ExtData,107,35,0,768,8,3,0
ch,25,ExtData,109,35,0,255,0,255,1
ch,25,HighRange,100,35,0,1,0,4,0
ch,25,IN_FTDC_ENCODER_TOA,105,35,0,63,0,63,0
ch,25,IN_FTDC_ENCODER_TOT,106,35,0,63,0,63,0
ch,25,Inputdac,96,35,0,31,0,31,0
ch,25,Inputdacpol,96,35,0,1,0,32,0
ch,25,LowRange,100,35,0,1,0,2,0
ch,25,Mask_AlignBuffer,107,35,0,1,0,128,0
ch,25,Mask_adc,101,35,0,1,0,128,0
ch,25,Mask_toa,99,35,0,1,0,1,0
ch,25,Mask_tot,100,35,0,1,0,32,0
ch,25,Probe_inv,99,35,0,1,0,128,0
ch,25,Probe_noinv,98,35,0,1,0,1,0
ch,25,Probe_pa,100,35,0,1,0,1,0
ch,25,Probe_toa,100,35,0,1,0,128,0
ch,25,Probe_tot,100,35,0,1,0,64,0
ch,25,Ref_dac_inv,99,35,0,31,0,62,0
ch,25,Ref_dac_toa,97,35,0,27,0,62,0
ch,25,Ref_dac_tot,98,35,0,31,0,62,0
ch,25,Sel_trigger_toa,99,35,0,1,0,64,0
ch,25,Sel_trigger_tot,100,35,0,1,0,16,0
ch,26,Adc_pedestal,140,35,0,255,0,255,0
ch,26,Channel_off,132,35,0,1,0,8,0
ch,26,DAC_CAL_CTDC_TOA,134,35,0,63,0,63,0
ch,26,DAC_CAL_CTDC_TOT,136,35,0,63,0,63,0
ch,26,DAC_CAL_FTDC_TOA,133,35,0,63,0,63,0
ch,26,DAC_CAL_FTDC_TOT,135,35,0,63,0,63,0
ch,26,DIS_TDC,138,35,0,1,0,128,0
ch,26,ExtData,139,35,0,768,8,3,0
ch,26,ExtData,141,35,0,255,0,255,1
ch,26,HighRange,132,35,0,1,0,4,0
ch,26,IN_FTDC_ENCODER_TOA,137,35,0,63,0,63,0
ch,26,IN_FTDC_ENCODER_TOT,138,35,0,63,0,63,0
ch,26,Inputdac,128,35,0,31,0,31,0
ch,26,Inputdacpol,128,35,0,1,0,32,0
ch,26,LowRange,132,35,0,1,0,2,0
ch,26,Mask_AlignBuffer,139,35,0,1,0,128,0
ch,26,Mask_adc,133,35,0,1,0,128,0
ch,26,Mask_toa,131,35,0,1,0,1,0
ch,26,Mask_tot,132,35,0,1,0,32,0
ch,26,Probe_inv,131,35,0,1,0,128,0
ch,26,Probe_noinv,130,35,0,1,0,1,0
ch,26,Probe_pa,132,35,0,1,0,1,0
ch,26,Probe_toa,132,35,0,1,0,128,0
ch,26,Probe_tot,132,35,0,1,0,64,0
ch,26,Ref_dac_inv,131,35,0,31,0,62,0
ch,26,Ref_dac_toa,129,35,0,27,0,62,0
ch,26,Ref_dac_tot,130,35,0,31,0,62,0
ch,26,Sel_trigger_toa,131,35,0,1,0,64,0
ch,26,Sel_trigger_tot,132,35,0,1,0,16,0
ch,27,Adc_pedestal,172,35,0,255,0,255,0
ch,27,Channel_off,164,35,0,1,0,8,0
ch,27,DAC_CAL_CTDC_TOA,166,35,0,63,0,63,0
ch,27,DAC_CAL_CTDC_TOT,168,35,0,63,0,63,0
ch,27,DAC_CAL_FTDC_TOA,165,35,0,63,0,63,0
ch,27,DAC_CAL_FTDC_TOT,167,35,0,63,0,63,0
ch,27,DIS_TDC,170,35,0,1,0,128,0
ch,27,ExtData,171,35,0,768,8,3,0
ch,27,ExtData,173,35,0,255,0,255,1
ch,27,HighRange,164,35,0,1,0,4,0
ch,27,IN_FTDC_ENCODER_TOA,169,35,0,63,0,63,0
ch,27,IN_FTDC_ENCODER_TOT,170,35,0,63,0,63,0
ch,27,Inputdac,160,35,0,31,0,31,0
ch,27,Inputdacpol,160,35,0,1,0,32,0
ch,27,LowRange,164,35,0,1,0,2,0
ch,27,Mask_AlignBuffer,171,35,0,1,0,128,0
ch,27,Mask_adc,165,35,0,1,0,128,0
ch,27,Mask_toa,163,35,0,1,0,1,0
ch,27,Mask_tot,164,35,0,1,0,32,0
ch,27,Probe_inv,163,35,0,1,0,128,0
ch,27,Probe_noinv,162,35,0,1,0,1,0
ch,27,Probe_pa,164,35,0,1,0,1,0
ch,27,Probe_toa,164,35,0,1,0,128,0
ch,27,Probe_tot,164,35,0,1,0,64,0
ch,27,Ref_dac_inv,163,35,0,31,0,62,0
ch,27,Ref_dac_toa,161,35,0,27,0,62,0
ch,27,Ref_dac_tot,162,35,0,31,0,62,0
ch,27,Sel_trigger_toa,163,35,0,1,0,64,0
ch,27,Sel_trigger_tot,164,35,0,1,0,16,0
ch,28,Adc_pedestal,204,35,0,255,0,255,0
ch,28,Channel_off,196,35,0,1,0,8,0
ch,28,DAC_CAL_CTDC_TOA,198,35,0,63,0,63,0
ch,28,DAC_CAL_CTDC_TOT,200,35,0,63,0,63,0
ch,28,DAC_CAL_FTDC_TOA,197,35,0,63,0,63,0
ch,28,DAC_CAL_FTDC_TOT,199,35,0,63,0,63,0
ch,28,DIS_TDC,202,35,0,1,0,128,0
ch,28,ExtData,203,35,0,768,8,3,0
ch,28,ExtData,205,35,0,255,0,255,1
ch,28,HighRange,196,35,0,1,0,4,0
ch,28,IN_FTDC_ENCODER_TOA,201,35,0,63,0,63,0
ch,28,IN_FTDC_ENCODER_TOT,202,35,0,63,0,63,0
ch,28,Inputdac,192,35,0,31,0,31,0
ch,28,Inputdacpol,192,35,0,1,0,32,0
ch,28,LowRange,196,35,0,1,0,2,0
ch,28,Mask_AlignBuffer,203,35,0,1,0,128,0
ch,28,Mask_adc,197,35,0,1,0,128,0
ch,28,Mask_toa,195,35,0,1,0,1,0
ch,28,Mask_tot,196,35,0,1,0,32,0
ch,28,Probe_inv,195,35,0,1,0,128,0
ch,28,Probe_noinv,194,35,0,1,0,1,0
ch,28,Probe_pa,196,35,0,1,0,1,0
ch,28,Probe_toa,196,35,0,1,0,128,0
ch,28,Probe_tot,196,35,0,1,0,64,0
ch,28,Ref_dac_inv,195,35,0,31,0,62,0
ch,28,Ref_dac_toa,193,35,0,27,0,62,0
ch,28,Ref_dac_tot,194,35,0,31,0,62,0
ch,28,Sel_trigger_toa,195,35,0,1,0,64,0
ch,28,Sel_trigger_tot,196,35,0,1,0,16,0
ch,29,Adc_pedestal,236,35,0,255,0,255,0
ch,29,Channel_off,228,35,0,1,0,8,0
ch,29,DAC_CAL_CTDC_TOA,230,35,0,63,0,63,0
ch,29,DAC_CAL_CTDC_TOT,232,35,0,63,0,63,0
ch,29,DAC_CAL_FTDC_TOA,229,35,0,63,0,63,0
ch,29,DAC_CAL_FTDC_TOT,231,35,0,63,0,63,0
ch,29,DIS_TDC,234,35,0,1,0,128,0
ch,29,ExtData,235,35,0,768,8,3,0
ch,29,ExtData,237,35,0,255,0,255,1
ch,29,HighRange,228,35,0,1,0,4,0
ch,29,IN_FTDC_ENCODER_TOA,233,35,0,63,0,63,0
ch,29,IN_FTDC_ENCODER_TOT,234,35,0,63,0,63,0
ch,29,Inputdac,224,35,0,31,0,31,0
ch,29,Inputdacpol,224,35,0,1,0,32,0
ch,29,LowRange,228,35,0,1,0,2,0
ch,29,Mask_AlignBuffer,235,35,0,1,0,128,0
ch,29,Mask_adc,229,35,0,1,0,128,0
ch,29,Mask_toa,227,35,0,1,0,1,0
ch,29,Mask_tot,228,35,0,1,0,32,0
ch,29,Probe_inv,227,35,0,1,0,128,0
ch,29,Probe_noinv,226,35,0,1,0,1,0
ch,29,Probe_pa,228,35,0,1,0,1,0
ch,29,Probe_toa,228,35,0,1,0,128,0
ch,29,Probe_tot,228,35,0,1,0,64,0
ch,29,Ref_dac_inv,227,35,0,31,0,62,0
ch,29,Ref_dac_toa,225,35,0,27,0,62,0
ch,29,Ref_dac_tot,226,35,0,31,0,62,0
ch,29,Sel_trigger_toa,227,35,0,1,0,64,0
ch,29,Sel_trigger_tot,228,35,0,1,0,16,0
ch,30,Adc_pedestal,12,36,0,255,0,255,0
ch,30,Channel_off,4,36,0,1,0,8,0
ch,30,DAC_CAL_CTDC_TOA,6,36,0,63,0,63,0
ch,30,DAC_CAL_CTDC_TOT,8,36,0,63,0,63,0
ch,30,DAC_CAL_FTDC_TOA,5,36,0,63,0,63,0
ch,30,DAC_CAL_FTDC_TOT,7,36,0,63,0,63,0
ch,30,DIS_TDC,10,36,0,1,0,128,0
ch,30,ExtData,11,36,0,768,8,3,0
ch,30,ExtData,13,36,0,255,0,255,1
ch,30,HighRange,4,36,0,1,0,4,0
ch,30,IN_FTDC_ENCODER_TOA,9,36,0,63,0,63,0
ch,30,IN_FTDC_ENCODER_TOT,10,36,0,63,0,63,0
ch,30,Inputdac,0,36,0,31,0,31,0
ch,30,Inputdacpol,0,36,0,1,0,32,0
ch,30,LowRange,4,36,0,1,0,2,0
ch,30,Mask_AlignBuffer,11,36,0,1,0,128,0
ch,30,Mask_adc,5,36,0,1,0,128,0
ch,30,Mask_toa,3,36,0,1,0,1,0
ch,30,Mask_tot,4,36,0,1,0,32,0
ch,30,Probe_inv,3,36,0,1,0,128,0
ch,30,Probe_noinv,2,36,0,1,0,1,0
ch,30,Probe_pa,4,36,0,1,0,1,0
ch,30,Probe_toa,4,36,0,1,0,128,0
ch,30,Probe_tot,4,36,0,1,0,64,0
ch,30,Ref_dac_inv,3,36,0,31,0,62,0
ch,30,Ref_dac_toa,1,36,0,27,0,62,0
ch,30,Ref_dac_tot,2,36,0,31,0,62,0
ch,30,Sel_trigger_toa,3,36,0,1,0,64,0
ch,30,Sel_trigger_tot,4,36,0,1,0,16,0
ch,31,Adc_pedestal,44,36,0,255,0,255,0
ch,31,Channel_off,36,36,0,1,0,8,0
ch,31,DAC_CAL_CTDC_TOA,38,36,0,63,0,63,0
ch,31,DAC_CAL_CTDC_TOT,40,36,0,63,0,63,0
ch,31,DAC_CAL_FTDC_TOA,37,36,0,63,0,63,0
ch,31,DAC_CAL_FTDC_TOT,39,36,0,63,0,63,0
ch,31,DIS_TDC,42,36,0,1,0,128,0
ch,31,ExtData,43,36,0,768,8,3,0
ch,31,ExtData,45,36,0,255,0,255,1
ch,31,HighRange,36,36,0,1,0,4,0
ch,31,IN_FTDC_ENCODER_TOA,41,36,0,63,0,63,0
ch,31,IN_FTDC_ENCODER_TOT,42,36,0,63,0,63,0
ch,31,Inputdac,32,36,0,31,0,31,0
ch,31,Inputdacpol,32,36,0,1,0,32,0
ch,31,LowRange,36,36,0,1,0,2,0
ch,31,Mask_AlignBuffer,43,36,0,1,0,128,0
ch,31,Mask_adc,37,36,0,1,0,128,0
ch,31,Mask_toa,35,36,0,1,0,1,0
ch,31,Mask_tot,36,36,0,1,0,32,0
ch,31,Probe_inv,35,36,0,1,0,128,0
ch,31,Probe_noinv,34,36,0,1,0,1,0
ch,31,Probe_pa,36,36,0,1,0,1,0
ch,31,Probe_toa,36,36,0,1,0,128,0
ch,31,Probe_tot,36,36,0,1,0,64,0
ch,31,Ref_dac_inv,35,36,0,31,0,62,0
ch,31,Ref_dac_toa,33,36,0,27,0,62,0
ch,31,Ref_dac_tot,34,36,0,31,0,62,0
ch,31,Sel_trigger_toa,35,36,0,1,0,64,0
ch,31,Sel_trigger_tot,36,36,0,1,0,16,0
ch,32,Adc_pedestal,76,36,0,255,0,255,0
ch,32,Channel_off,68,36,0,1,0,8,0
ch,32,DAC_CAL_CTDC_TOA,70,36,0,63,0,63,0
ch,32,DAC_CAL_CTDC_TOT,72,36,0,63,0,63,0
ch,32,DAC_CAL_FTDC_TOA,69,36,0,63,0,63,0
ch,32,DAC_CAL_FTDC_TOT,71,36,0,63,0,63,0
ch,32,DIS_TDC,74,36,0,1,0,128,0
ch,32,ExtData,75,36,0,768,8,3,0
ch,32,ExtData,77,36,0,255,0,255,1
ch,32,HighRange,68,36,0,1,0,4,0
ch,32,IN_FTDC_ENCODER_TOA,73,36,0,63,0,63,0
ch,32,IN_FTDC_ENCODER_TOT,74,36,0,63,0,63,0
ch,32,Inputdac,64,36,0,31,0,31,0
ch,32,Inputdacpol,64,36,0,1,0,32,0
ch,32,LowRange,68,36,0,1,0,2,0
ch,32,Mask_AlignBuffer,75,36,0,1,0,128,0
ch,32,Mask_adc,69,36,0,1,0,128,0
ch,32,Mask_toa,67,36,0,1,0,1,0
ch,32,Mask_tot,68,36,0,1,0,32,0
ch,32,Probe_inv,67,36,0,1,0,128,0
ch,32,Probe_noinv,66,36,0,1,0,1,0
ch,32,Probe_pa,68,36,0,1,0,1,0
ch,32,Probe_toa,68,36,0,1,0,128,0
ch,32,Probe_tot,68,36,0,1,0,64,0
ch,32,Ref_dac_inv,67,36,0,31,0,62,0
ch,32,Ref_dac_toa,65,36,0,27,0,62,0
ch,32,Ref_dac_tot,66,36,0,31,0,62,0
ch,32,Sel_trigger_toa,67,36,0,1,0,64,0
ch,32,Sel_trigger_tot,68,36,0,1,0,16,0
ch,33,Adc_pedestal,108,36,0,255,0,255,0
ch,33,Channel_off,100,36,0,1,0,8,0
ch,33,DAC_CAL_CTDC_TOA,102,36,0,63,0,63,0
ch,33,DAC_CAL_CTDC_TOT,104,36,0,63,0,63,0
ch,33,DAC_CAL_FTDC_TOA,101,36,0,63,0,63,0
ch,33,DAC_CAL_FTDC_TOT,103,36,0,63,0,63,0
ch,33,DIS_TDC,106,36,0,1,0,128,0
ch,33,ExtData,107,36,0,768,8,3,0
ch,33,ExtData,109,36,0,255,0,255,1
ch,33,HighRange,100,36,0,1,0,4,0
ch,33,IN_FTDC_ENCODER_TOA,105,36,0,63,0,63,0
ch,33,IN_FTDC_ENCODER_TOT,106,36,0,63,0,63,0
ch,33,Inputdac,96,36,0,31,0,31,0
ch,33,Inputdacpol,96,36,0,1,0,32,0
ch,33,LowRange,100,36,0,1,0,2,0
ch,33,Mask_AlignBuffer,107,36,0,1,0,128,0
ch,33,Mask_adc,101,36,0,1,0,128,0
ch,33,Mask_toa,99,36,0,1,0,1,0
ch,33,Mask_tot,100,36,0,1,0,32,0
ch,33,Probe_inv,99,36,0,1,0,128,0
ch,33,Probe_noinv,98,36,0,1,0,1,0
ch,33,Probe_pa,100,36,0,1,0,1,0
ch,33,Probe_toa,100,36,0,1,0,128,0
ch,33,Probe_tot,100,36,0,1,0,64,0
ch,33,Ref_dac_inv,99,36,0,31,0,62,0
ch,33,Ref_dac_toa,97,36,0,27,0,62,0
ch,33,Ref_dac_tot,98,36,0,31,0,62,0
ch,33,Sel_trigger_toa,99,36,0,1,0,64,0
ch,33,Sel_trigger_tot,100,36,0,1,0,16,0
ch,34,Adc_pedestal,140,36,0,255,0,255,0
ch,34,Channel_off,132,36,0,1,0,8,0
ch,34,DAC_CAL_CTDC_TOA,134,36,0,63,0,63,0
ch,34,DAC_CAL_CTDC_TOT,136,36,0,63,0,63,0
ch,34,DAC_CAL_FTDC_TOA,133,36,0,63,0,63,0
ch,34,DAC_CAL_FTDC_TOT,135,36,0,63,0,63,0
ch,34,DIS_TDC,138,36,0,1,0,128,0
ch,34,ExtData,139,36,0,768,8,3,0
ch,34,ExtData,141,36,0,255,0,255,1
ch,34,HighRange,132,36,0,1,0,4,0
ch,34,IN_FTDC_ENCODER_TOA,137,36,0,63,0,63,0
ch,34,IN_FTDC_ENCODER_TOT,138,36,0,63,0,63,0
ch,34,Inputdac,128,36,0,31,0,31,0
ch,34,Inputdacpol,128,36,0,1,0,32,0
ch,34,LowRange,132,36,0,1,0,2,0
ch,34,Mask_AlignBuffer,139,36,0,1,0,128,0
ch,34,Mask_adc,133,36,0,1,0,128,0
ch,34,Mask_toa,131,36,0,1,0,1,0
ch,34,Mask_tot,132,36,0,1,0,32,0
ch,34,Probe_inv,131,36,0,1,0,128,0
ch,34,Probe_noinv,130,36,0,1,0,1,0
ch,34,Probe_pa,132,36,0,1,0,1,0
ch,34,Probe_toa,132,36,0,1,0,128,0
ch,34,Probe_tot,132,36,0,1,0,64,0
ch,34,Ref_dac_inv,131,36,0,31,0,62,0
ch,34,Ref_dac_toa,129,36,0,27,0,62,0
ch,34,Ref_dac_tot,130,36,0,31,0,62,0
ch,34,Sel_trigger_toa,131,36,0,1,0,64,0
ch,34,Sel_trigger_tot,132,36,0,1,0,16,0
ch,35,Adc_pedestal,172,36,0,255,0,255,0
ch,35,Channel_off,164,36,0,1,0,8,0
ch,35,DAC_CAL_CTDC_TOA,166,36,0,63,0,63,0
ch,35,DAC_CAL_CTDC_TOT,168,36,0,63,0,63,0
ch,35,DAC_CAL_FTDC_TOA,165,36,0,63,0,63,0
ch,35,DAC_CAL_FTDC_TOT,167,36,0,63,0,63,0
ch,35,DIS_TDC,170,36,0,1,0,128,0
ch,35,ExtData,171,36,0,768,8,3,0
ch,35,ExtData,173,36,0,255,0,255,1
ch,35,HighRange,164,36,0,1,0,4,0
