SubBlock,BlockID,parameter,R0,R1,defval_mask,param_mask,param_minbit,reg_mask,reg_id
ch,1,Ref_dac_tot,130,32,0,31,0,62,0
ch,1,Sel_trigger_toa,131,32,0,1,0,64,0
ch,1,Sel_trigger_tot,132,32,0,1,0,16,0
ch,2,Adc_pedestal,108,32,0,255,0,255,0
ch,2,Channel_off,100,32,0,1,0,8,0
ch,2,DAC_CAL_CTDC_TOA,102,32,0,63,0,63,0
ch,2,DAC_CAL_CTDC_TOT,104,32,0,63,0,63,0
ch,2,DAC_CAL_FTDC_TOA,101,32,0,63,0,63,0
ch,2,DAC_CAL_FTDC_TOT,103,32,0,63,0,63,0
ch,2,DIS_TDC,106,32,0,1,0,128,0
ch,2,ExtData,107,32,0,768,8,3,0
ch,2,ExtData,109,32,0,255,0,255,1
ch,2,HighRange,100,32,0,1,0,4,0
ch,2,IN_FTDC_ENCODER_TOA,105,32,0,63,0,63,0
ch,2,IN_FTDC_ENCODER_TOT,106,32,0,63,0,63,0
ch,2,Inputdac,96,32,0,31,0,31,0
ch,2,Inputdacpol,96,32,0,1,0,32,0
ch,2,LowRange,100,32,0,1,0,2,0
ch,2,Mask_AlignBuffer,107,32,0,1,0,128,0
ch,2,Mask_adc,101,32,0,1,0,128,0
ch,2,Mask_toa,99,32,0,1,0,1,0
ch,2,Mask_tot,100,32,0,1,0,32,0
ch,2,Probe_inv,99,32,0,1,0,128,0
ch,2,Probe_noinv,98,32,0,1,0,1,0
ch,2,Probe_pa,100,32,0,1,0,1,0
ch,2,Probe_toa,100,32,0,1,0,128,0
ch,2,Probe_tot,100,32,0,1,0,64,0
ch,2,Ref_dac_inv,99,32,0,31,0,62,0
ch,2,Ref_dac_toa,97,32,0,27,0,62,0
ch,2,Ref_dac_tot,98,32,0,31,0,62,0
ch,2,Sel_trigger_toa,99,32,0,1,0,64,0
ch,2,Sel_trigger_tot,100,32,0,1,0,16,0
ch,3,Adc_pedestal,76,32,0,255,0,255,0
ch,3,Channel_off,68,32,0,1,0,8,0
ch,3,DAC_CAL_CTDC_TOA,70,32,0,63,0,63,0
ch,3,DAC_CAL_CTDC_TOT,72,32,0,63,0,63,0
ch,3,DAC_CAL_FTDC_TOA,69,32,0,63,0,63,0
ch,3,DAC_CAL_FTDC_TOT,71,32,0,63,0,63,0
ch,3,DIS_TDC,74,32,0,1,0,128,0
ch,3,ExtData,75,32,0,768,8,3,0
ch,3,ExtData,77,32,0,255,0,255,1
ch,3,HighRange,68,32,0,1,0,4,0
ch,3,IN_FTDC_ENCODER_TOA,73,32,0,63,0,63,0
ch,3,IN_FTDC_ENCODER_TOT,74,32,0,63,0,63,0
ch,3,Inputdac,64,32,0,31,0,31,0
ch,3,Inputdacpol,64,32,0,1,0,32,0
ch,3,LowRange,68,32,0,1,0,2,0
ch,3,Mask_AlignBuffer,75,32,0,1,0,128,0
ch,3,Mask_adc,69,32,0,1,0,128,0
ch,3,Mask_toa,67,32,0,1,0,1,0
ch,3,Mask_tot,68,32,0,1,0,32,0
ch,3,Probe_inv,67,32,0,1,0,128,0
ch,3,Probe_noinv,66,32,0,1,0,1,0
ch,3,Probe_pa,68,32,0,1,0,1,0
ch,3,Probe_toa,68,32,0,1,0,128,0
ch,3,Probe_tot,68,32,0,1,0,64,0
ch,3,Ref_dac_inv,67,32,0,31,0,62,0
ch,3,Ref_dac_toa,65,32,0,27,0,62,0
ch,3,Ref_dac_tot,66,32,0,31,0,62,0
ch,3,Sel_trigger_toa,67,32,0,1,0,64,0
ch,3,Sel_trigger_tot,68,32,0,1,0,16,0
ch,4,Adc_pedestal,44,33,0,255,0,255,0
ch,4,Channel_off,36,33,0,1,0,8,0
ch,4,DAC_CAL_CTDC_TOA,38,33,0,63,0,63,0
ch,4,DAC_CAL_CTDC_TOT,40,33,0,63,0,63,0
ch,4,DAC_CAL_FTDC_TOA,37,33,0,63,0,63,0
ch,4,DAC_CAL_FTDC_TOT,39,33,0,63,0,63,0
ch,4,DIS_TDC,42,33,0,1,0,128,0
ch,4,ExtData,43,33,0,768,8,3,0
ch,4,ExtData,45,33,0,255,0,255,1
ch,4,HighRange,36,33,0,1,0,4,0
ch,4,IN_FTDC_ENCODER_TOA,41,33,0,63,0,63,0
ch,4,IN_FTDC_ENCODER_TOT,42,33,0,63,0,63,0
ch,4,Inputdac,32,33,0,31,0,31,0
ch,4,Inputdacpol,32,33,0,1,0,32,0
ch,4,LowRange,36,33,0,1,0,2,0
ch,4,Mask_AlignBuffer,43,33,0,1,0,128,0
ch,4,Mask_adc,37,33,0,1,0,128,0
ch,4,Mask_toa,35,33,0,1,0,1,0
ch,4,Mask_tot,36,33,0,1,0,32,0
ch,4,Probe_inv,35,33,0,1,0,128,0
ch,4,Probe_noinv,34,33,0,1,0,1,0
ch,4,Probe_pa,36,33,0,1,0,1,0
ch,4,Probe_toa,36,33,0,1,0,128,0
ch,4,Probe_tot,36,33,0,1,0,64,0
ch,4,Ref_dac_inv,35,33,0,31,0,62,0
ch,4,Ref_dac_toa,33,33,0,27,0,62,0
ch,4,Ref_dac_tot,34,33,0,31,0,62,0
ch,4,Sel_trigger_toa,35,33,0,1,0,64,0
ch,4,Sel_trigger_tot,36,33,0,1,0,16,0
ch,5,Adc_pedestal,12,33,0,255,0,255,0
ch,5,Channel_off,4,33,0,1,0,8,0
ch,5,DAC_CAL_CTDC_TOA,6,33,0,63,0,63,0
ch,5,DAC_CAL_CTDC_TOT,8,33,0,63,0,63,0
ch,5,DAC_CAL_FTDC_TOA,5,33,0,63,0,63,0
ch,5,DAC_CAL_FTDC_TOT,7,33,0,63,0,63,0
ch,5,DIS_TDC,10,33,0,1,0,128,0
ch,5,ExtData,11,33,0,768,8,3,0
ch,5,ExtData,13,33,0,255,0,255,1
ch,5,HighRange,4,33,0,1,0,4,0
ch,5,IN_FTDC_ENCODER_TOA,9,33,0,63,0,63,0
ch,5,IN_FTDC_ENCODER_TOT,10,33,0,63,0,63,0
ch,5,Inputdac,0,33,0,31,0,31,0
ch,5,Inputdacpol,0,33,0,1,0,32,0
ch,5,LowRange,4,33,0,1,0,2,0
ch,5,Mask_AlignBuffer,11,33,0,1,0,128,0
ch,5,Mask_adc,5,33,0,1,0,128,0
ch,5,Mask_toa,3,33,0,1,0,1,0
ch,5,Mask_tot,4,33,0,1,0,32,0
ch,5,Probe_inv,3,33,0,1,0,128,0
ch,5,Probe_noinv,2,33,0,1,0,1,0
ch,5,Probe_pa,4,33,0,1,0,1,0
ch,5,Probe_toa,4,33,0,1,0,128,0
ch,5,Probe_tot,4,33,0,1,0,64,0
ch,5,Ref_dac_inv,3,33,0,31,0,62,0
ch,5,Ref_dac_toa,1,33,0,27,0,62,0
ch,5,Ref_dac_tot,2,33,0,31,0,62,0
ch,5,Sel_trigger_toa,3,33,0,1,0,64,0
ch,5,Sel_trigger_tot,4,33,0,1,0,16,0
ch,6,Adc_pedestal,236,32,0,255,0,255,0
ch,6,Channel_off,228,32,0,1,0,8,0
ch,6,DAC_CAL_CTDC_TOA,230,32,0,63,0,63,0
ch,6,DAC_CAL_CTDC_TOT,232,32,0,63,0,63,0
ch,6,DAC_CAL_FTDC_TOA,229,32,0,63,0,63,0
ch,6,DAC_CAL_FTDC_TOT,231,32,0,63,0,63,0
ch,6,DIS_TDC,234,32,0,1,0,128,0
ch,6,ExtData,235,32,0,768,8,3,0
ch,6,ExtData,237,32,0,255,0,255,1
ch,6,HighRange,228,32,0,1,0,4,0
ch,6,IN_FTDC_ENCODER_TOA,233,32,0,63,0,63,0
ch,6,IN_FTDC_ENCODER_TOT,234,32,0,63,0,63,0
ch,6,Inputdac,224,32,0,31,0,31,0
ch,6,Inputdacpol,224,32,0,1,0,32,0
ch,6,LowRange,228,32,0,1,0,2,0
ch,6,Mask_AlignBuffer,235,32,0,1,0,128,0
ch,6,Mask_adc,229,32,0,1,0,128,0
ch,6,Mask_toa,227,32,0,1,0,1,0
ch,6,Mask_tot,228,32,0,1,0,32,0
ch,6,Probe_inv,227,32,0,1,0,128,0
ch,6,Probe_noinv,226,32,0,1,0,1,0
ch,6,Probe_pa,228,32,0,1,0,1,0
ch,6,Probe_toa,228,32,0,1,0,128,0
ch,6,Probe_tot,228,32,0,1,0,64,0
ch,6,Ref_dac_inv,227,32,0,31,0,62,0
ch,6,Ref_dac_toa,225,32,0,27,0,62,0
ch,6,Ref_dac_tot,226,32,0,31,0,62,0
ch,6,Sel_trigger_toa,227,32,0,1,0,64,0
ch,6,Sel_trigger_tot,228,32,0,1,0,16,0
ch,7,Adc_pedestal,204,32,0,255,0,255,0
ch,7,Channel_off,196,32,0,1,0,8,0
ch,7,DAC_CAL_CTDC_TOA,198,32,0,63,0,63,0
ch,7,DAC_CAL_CTDC_TOT,200,32,0,63,0,63,0
ch,7,DAC_CAL_FTDC_TOA,197,32,0,63,0,63,0
ch,7,DAC_CAL_FTDC_TOT,199,32,0,63,0,63,0
ch,7,DIS_TDC,202,32,0,1,0,128,0
ch,7,ExtData,203,32,0,768,8,3,0
ch,7,ExtData,205,32,0,255,0,255,1
ch,7,HighRange,196,32,0,1,0,4,0
ch,7,IN_FTDC_ENCODER_TOA,201,32,0,63,0,63,0
ch,7,IN_FTDC_ENCODER_TOT,202,32,0,63,0,63,0
ch,7,Inputdac,192,32,0,31,0,31,0
ch,7,Inputdacpol,192,32,0,1,0,32,0
ch,7,LowRange,196,32,0,1,0,2,0
ch,7,Mask_AlignBuffer,203,32,0,1,0,128,0
ch,7,Mask_adc,197,32,0,1,0,128,0
ch,7,Mask_toa,195,32,0,1,0,1,0
ch,7,Mask_tot,196,32,0,1,0,32,0
ch,7,Probe_inv,195,32,0,1,0,128,0
ch,7,Probe_noinv,194,32,0,1,0,1,0
ch,7,Probe_pa,196,32,0,1,0,1,0
ch,7,Probe_toa,196,32,0,1,0,128,0
ch,7,Probe_tot,196,32,0,1,0,64,0
ch,7,Ref_dac_inv,195,32,0,31,0,62,0
ch,7,Ref_dac_toa,193,32,0,27,0,62,0
ch,7,Ref_dac_tot,194,32,0,31,0,62,0
ch,7,Sel_trigger_toa,195,32,0,1,0,64,0
ch,7,Sel_trigger_tot,196,32,0,1,0,16,0
ch,8,Adc_pedestal,172,33,0,255,0,255,0
ch,8,Channel_off,164,33,0,1,0,8,0
ch,8,DAC_CAL_CTDC_TOA,166,33,0,63,0,63,0
ch,8,DAC_CAL_CTDC_TOT,168,33,0,63,0,63,0
ch,8,DAC_CAL_FTDC_TOA,165,33,0,63,0,63,0
ch,8,DAC_CAL_FTDC_TOT,167,33,0,63,0,63,0
ch,8,DIS_TDC,170,33,0,1,0,128,0
ch,8,ExtData,171,33,0,768,8,3,0
ch,8,ExtData,173,33,0,255,0,255,1
ch,8,HighRange,164,33,0,1,0,4,0
ch,8,IN_FTDC_ENCODER_TOA,169,33,0,63,0,63,0
ch,8,IN_FTDC_ENCODER_TOT,170,33,0,63,0,63,0
ch,8,Inputdac,160,33,0,31,0,31,0
ch,8,Inputdacpol,160,33,0,1,0,32,0
ch,8,LowRange,164,33,0,1,0,2,0
ch,8,Mask_AlignBuffer,171,33,0,1,0,128,0
ch,8,Mask_adc,165,33,0,1,0,128,0
ch,8,Mask_toa,163,33,0,1,0,1,0
ch,8,Mask_tot,164,33,0,1,0,32,0
ch,8,Probe_inv,163,33,0,1,0,128,0
ch,8,Probe_noinv,162,33,0,1,0,1,0
ch,8,Probe_pa,164,33,0,1,0,1,0
ch,8,Probe_toa,164,33,0,1,0,128,0
ch,8,Probe_tot,164,33,0,1,0,64,0
ch,8,Ref_dac_inv,163,33,0,31,0,62,0
ch,8,Ref_dac_toa,161,33,0,27,0,62,0
ch,8,Ref_dac_tot,162,33,0,31,0,62,0
ch,8,Sel_trigger_toa,163,33,0,1,0,64,0
ch,8,Sel_trigger_tot,164,33,0,1,0,16,0
ch,9,Adc_pedestal,140,33,0,255,0,255,0
ch,9,Channel_off,132,33,0,1,0,8,0
ch,9,DAC_CAL_CTDC_TOA,134,33,0,63,0,63,0
ch,9,DAC_CAL_CTDC_TOT,136,33,0,63,0,63,0
ch,9,DAC_CAL_FTDC_TOA,133,33,0,63,0,63,0
ch,9,DAC_CAL_FTDC_TOT,135,33,0,63,0,63,0
ch,9,DIS_TDC,138,33,0,1,0,128,0
ch,9,ExtData,139,33,0,768,8,3,0
ch,9,ExtData,141,33,0,255,0,255,1
ch,9,HighRange,132,33,0,1,0,4,0
ch,9,IN_FTDC_ENCODER_TOA,137,33,0,63,0,63,0
ch,9,IN_FTDC_ENCODER_TOT,138,33,0,63,0,63,0
ch,9,Inputdac,128,33,0,31,0,31,0
ch,9,Inputdacpol,128,33,0,1,0,32,0
ch,9,LowRange,132,33,0,1,0,2,0
ch,9,Mask_AlignBuffer,139,33,0,1,0,128,0
ch,9,Mask_adc,133,33,0,1,0,128,0
ch,9,Mask_toa,131,33,0,1,0,1,0
ch,9,Mask_tot,132,33,0,1,0,32,0
ch,9,Probe_inv,131,33,0,1,0,128,0
ch,9,Probe_noinv,130,33,0,1,0,1,0
ch,9,Probe_pa,132,33,0,1,0,1,0
ch,9,Probe_toa,132,33,0,1,0,128,0
ch,9,Probe_tot,132,33,0,1,0,64,0
ch,9,Ref_dac_inv,131,33,0,31,0,62,0
ch,9,Ref_dac_toa,129,33,0,27,0,62,0
ch,9,Ref_dac_tot,130,33,0,31,0,62,0
ch,9,Sel_trigger_toa,131,33,0,1,0,64,0
ch,9,Sel_trigger_tot,132,33,0,1,0,16,0
ch,10,Adc_pedestal,108,33,0,255,0,255,0
ch,10,Channel_off,100,33,0,1,0,8,0
ch,10,DAC_CAL_CTDC_TOA,102,33,0,63,0,63,0
ch,10,DAC_CAL_CTDC_TOT,104,33,0,63,0,63,0
ch,10,DAC_CAL_FTDC_TOA,101,33,0,63,0,63,0
ch,10,DAC_CAL_FTDC_TOT,103,33,0,63,0,63,0
ch,10,DIS_TDC,106,33,0,1,0,128,0
ch,10,ExtData,107,33,0,768,8,3,0
ch,10,ExtData,109,33,0,255,0,255,1
ch,10,HighRange,100,33,0,1,0,4,0
ch,10,IN_FTDC_ENCODER_TOA,105,33,0,63,0,63,0
ch,10,IN_FTDC_ENCODER_TOT,106,33,0,63,0,63,0
ch,10,Inputdac,96,33,0,31,0,31,0
ch,10,Inputdacpol,96,33,0,1,0,32,0
ch,10,LowRange,100,33,0,1,0,2,0
ch,10,Mask_AlignBuffer,107,33,0,1,0,128,0
ch,10,Mask_adc,101,33,0,1,0,128,0
ch,10,Mask_toa,99,33,0,1,0,1,0
ch,10,Mask_tot,100,33,0,1,0,32,0
ch,10,Probe_inv,99,33,0,1,0,128,0
ch,10,Probe_noinv,98,33,0,1,0,1,0
ch,10,Probe_pa,100,33,0,1,0,1,0
ch,10,Probe_toa,100,33,0,1,0,128,0
ch,10,Probe_tot,100,33,0,1,0,64,0
ch,10,Ref_dac_inv,99,33,0,31,0,62,0
ch,10,Ref_dac_toa,97,33,0,27,0,62,0
ch,10,Ref_dac_tot,98,33,0,31,0,62,0
ch,10,Sel_trigger_toa,99,33,0,1,0,64,0
ch,10,Sel_trigger_tot,100,33,0,1,0,16,0
ch,11,Adc_pedestal,76,33,0,255,0,255,0
ch,11,Channel_off,68,33,0,1,0,8,0
ch,11,DAC_CAL_CTDC_TOA,70,33,0,63,0,63,0
ch,11,DAC_CAL_CTDC_TOT,72,33,0,63,0,63,0
ch,11,DAC_CAL_FTDC_TOA,69,33,0,63,0,63,0
ch,11,DAC_CAL_FTDC_TOT,71,33,0,63,0,63,0
ch,11,DIS_TDC,74,33,0,1,0,128,0
ch,11,ExtData,75,33,0,768,8,3,0
ch,11,ExtData,77,33,0,255,0,255,1
ch,11,HighRange,68,33,0,1,0,4,0
ch,11,IN_FTDC_ENCODER_TOA,73,33,0,63,0,63,0
ch,11,IN_FTDC_ENCODER_TOT,74,33,0,63,0,63,0
ch,11,Inputdac,64,33,0,31,0,31,0
ch,11,Inputdacpol,64,33,0,1,0,32,0
ch,11,LowRange,68,33,0,1,0,2,0
ch,11,Mask_AlignBuffer,75,33,0,1,0,128,0
ch,11,Mask_adc,69,33,0,1,0,128,0
ch,11,Mask_toa,67,33,0,1,0,1,0
ch,11,Mask_tot,68,33,0,1,0,32,0
ch,11,Probe_inv,67,33,0,1,0,128,0
ch,11,Probe_noinv,66,33,0,1,0,1,0
ch,11,Probe_pa,68,33,0,1,0,1,0
ch,11,Probe_toa,68,33,0,1,0,128,0
ch,11,Probe_tot,68,33,0,1,0,64,0
ch,11,Ref_dac_inv,67,33,0,31,0,62,0
ch,11,Ref_dac_toa,65,33,0,27,0,62,0
ch,11,Ref_dac_tot,66,33,0,31,0,62,0
ch,11,Sel_trigger_toa,67,33,0,1,0,64,0
ch,11,Sel_trigger_tot,68,33,0,1,0,16,0
ch,12,Adc_pedestal,44,34,0,255,0,255,0
ch,12,Channel_off,36,34,0,1,0,8,0
ch,12,DAC_CAL_CTDC_TOA,38,34,0,63,0,63,0
ch,12,DAC_CAL_CTDC_TOT,40,34,0,63,0,63,0
ch,12,DAC_CAL_FTDC_TOA,37,34,0,63,0,63,0
ch,12,DAC_CAL_FTDC_TOT,39,34,0,63,0,63,0
ch,12,DIS_TDC,42,34,0,1,0,128,0
ch,12,ExtData,43,34,0,768,8,3,0
ch,12,ExtData,45,34,0,255,0,255,1
ch,12,HighRange,36,34,0,1,0,4,0
ch,12,IN_FTDC_ENCODER_TOA,41,34,0,63,0,63,0
ch,12,IN_FTDC_ENCODER_TOT,42,34,0,63,0,63,0
ch,12,Inputdac,32,34,0,31,0,31,0
ch,12,Inputdacpol,32,34,0,1,0,32,0
ch,12,LowRange,36,34,0,1,0,2,0
ch,12,Mask_AlignBuffer,43,34,0,1,0,128,0
ch,12,Mask_adc,37,34,0,1,0,128,0
ch,12,Mask_toa,35,34,0,1,0,1,0
ch,12,Mask_tot,36,34,0,1,0,32,0
ch,12,Probe_inv,35,34,0,1,0,128,0
ch,12,Probe_noinv,34,34,0,1,0,1,0
ch,12,Probe_pa,36,34,0,1,0,1,0
ch,12,Probe_toa,36,34,0,1,0,128,0
ch,12,Probe_tot,36,34,0,1,0,64,0
ch,12,Ref_dac_inv,35,34,0,31,0,62,0
ch,12,Ref_dac_toa,33,34,0,27,0,62,0
ch,12,Ref_dac_tot,34,34,0,31,0,62,0
ch,12,Sel_trigger_toa,35,34,0,1,0,64,0
ch,12,Sel_trigger_tot,36,34,0,1,0,16,0
ch,13,Adc_pedestal,12,34,0,255,0,255,0
ch,13,Channel_off,4,34,0,1,0,8,0
ch,13,DAC_CAL_CTDC_TOA,6,34,0,63,0,63,0
ch,13,DAC_CAL_CTDC_TOT,8,34,0,63,0,63,0
ch,13,DAC_CAL_FTDC_TOA,5,34,0,63,0,63,0
ch,13,DAC_CAL_FTDC_TOT,7,34,0,63,0,63,0
ch,13,DIS_TDC,10,34,0,1,0,128,0
ch,13,ExtData,11,34,0,768,8,3,0
ch,13,ExtData,13,34,0,255,0,255,1
ch,13,HighRange,4,34,0,1,0,4,0
ch,13,IN_FTDC_ENCODER_TOA,9,34,0,63,0,63,0
ch,13,IN_FTDC_ENCODER_TOT,10,34,0,63,0,63,0
ch,13,Inputdac,0,34,0,31,0,31,0
ch,13,Inputdacpol,0,34,0,1,0,32,0
ch,13,LowRange,4,34,0,1,0,2,0
ch,13,Mask_AlignBuffer,11,34,0,1,0,128,0
ch,13,Mask_adc,5,34,0,1,0,128,0
ch,13,Mask_toa,3,34,0,1,0,1,0
ch,13,Mask_tot,4,34,0,1,0,32,0
ch,13,Probe_inv,3,34,0,1,0,128,0
ch,13,Probe_noinv,2,34,0,1,0,1,0
ch,13,Probe_pa,4,34,0,1,0,1,0
ch,13,Probe_toa,4,34,0,1,0,128,0
ch,13,Probe_tot,4,34,0,1,0,64,0
ch,13,Ref_dac_inv,3,34,0,31,0,62,0
ch,13,Ref_dac_toa,1,34,0,27,0,62,0
ch,13,Ref_dac_tot,2,34,0,31,0,62,0
ch,13,Sel_trigger_toa,3,34,0,1,0,64,0
ch,13,Sel_trigger_tot,4,34,0,1,0,16,0
ch,14,Adc_pedestal,236,33,0,255,0,255,0
ch,14,Channel_off,228,33,0,1,0,8,0
ch,14,DAC_CAL_CTDC_TOA,230,33,0,63,0,63,0
ch,14,DAC_CAL_CTDC_TOT,232,33,0,63,0,63,0
ch,14,DAC_CAL_FTDC_TOA,229,33,0,63,0,63,0
ch,14,DAC_CAL_FTDC_TOT,231,33,0,63,0,63,0
ch,14,DIS_TDC,234,33,0,1,0,128,0
ch,14,ExtData,235,33,0,768,8,3,0
ch,14,ExtData,237,33,0,255,0,255,1
ch,14,HighRange,228,33,0,1,0,4,0
ch,14,IN_FTDC_ENCODER_TOA,233,33,0,63,0,63,0
ch,14,IN_FTDC_ENCODER_TOT,234,33,0,63,0,63,0
ch,14,Inputdac,224,33,0,31,0,31,0
ch,14,Inputdacpol,224,33,0,1,0,32,0
ch,14,LowRange,228,33,0,1,0,2,0
ch,14,Mask_AlignBuffer,235,33,0,1,0,128,0
ch,14,Mask_adc,229,33,0,1,0,128,0
ch,14,Mask_toa,227,33,0,1,0,1,0
ch,14,Mask_tot,228,33,0,1,0,32,0
ch,14,Probe_inv,227,33,0,1,0,128,0
ch,14,Probe_noinv,226,33,0,1,0,1,0
ch,14,Probe_pa,228,33,0,1,0,1,0
ch,14,Probe_toa,228,33,0,1,0,128,0
ch,14,Probe_tot,228,33,0,1,0,64,0
ch,14,Ref_dac_inv,227,33,0,31,0,62,0
ch,14,Ref_dac_toa,225,33,0,27,0,62,0
ch,14,Ref_dac_tot,226,33,0,31,0,62,0
ch,14,Sel_trigger_toa,227,33,0,1,0,64,0
ch,14,Sel_trigger_tot,228,33,0,1,0,16,0
ch,15,Adc_pedestal,204,33,0,255,0,255,0
ch,15,Channel_off,196,33,0,1,0,8,0
ch,15,DAC_CAL_CTDC_TOA,198,33,0,63,0,63,0
ch,15,DAC_CAL_CTDC_TOT,200,33,0,63,0,63,0
ch,15,DAC_CAL_FTDC_TOA,197,33,0,63,0,63,0
ch,15,DAC_CAL_FTDC_TOT,199,33,0,63,0,63,0
ch,15,DIS_TDC,202,33,0,1,0,128,0
ch,15,ExtData,203,33,0,768,8,3,0
ch,15,ExtData,205,33,0,255,0,255,1
ch,15,HighRange,196,33,0,1,0,4,0
ch,15,IN_FTDC_ENCODER_TOA,201,33,0,63,0,63,0
ch,15,IN_FTDC_ENCODER_TOT,202,33,0,63,0,63,0
ch,15,Inputdac,192,33,0,31,0,31,0
ch,15,Inputdacpol,192,33,0,1,0,32,0
ch,15,LowRange,196,33,0,1,0,2,0
ch,15,Mask_AlignBuffer,203,33,0,1,0,128,0
ch,15,Mask_adc,197,33,0,1,0,128,0
ch,15,Mask_toa,195,33,0,1,0,1,0
ch,15,Mask_tot,196,33,0,1,0,32,0
ch,15,Probe_inv,195,33,0,1,0,128,0
ch,15,Probe_noinv,194,33,0,1,0,1,0
ch,15,Probe_pa,196,33,0,1,0,1,0
ch,15,Probe_toa,196,33,0,1,0,128,0
ch,15,Probe_tot,196,33,0,1,0,64,0
ch,15,Ref_dac_inv,195,33,0,31,0,62,0
ch,15,Ref_dac_toa,193,33,0,27,0,62,0
ch,15,Ref_dac_tot,194,33,0,31,0,62,0
ch,15,Sel_trigger_toa,195,33,0,1,0,64,0
ch,15,Sel_trigger_tot,196,33,0,1,0,16,0
ch,16,Adc_pedestal,204,36,0,255,0,255,0
ch,16,Channel_off,196,36,0,1,0,8,0
ch,16,DAC_CAL_CTDC_TOA,198,36,0,63,0,63,0
ch,16,DAC_CAL_CTDC_TOT,200,36,0,63,0,63,0
ch,16,DAC_CAL_FTDC_TOA,197,36,0,63,0,63,0
ch,16,DAC_CAL_FTDC_TOT,199,36,0,63,0,63,0
ch,16,DIS_TDC,202,36,0,1,0,128,0
ch,16,ExtData,203,36,0,768,8,3,0
ch,16,ExtData,205,36,0,255,0,255,1
ch,16,HighRange,196,36,0,1,0,4,0
ch,16,IN_FTDC_ENCODER_TOA,201,36,0,63,0,63,0
ch,16,IN_FTDC_ENCODER_TOT,202,36,0,63,0,63,0
ch,16,Inputdac,192,36,0,31,0,31,0
ch,16,Inputdacpol,192,36,0,1,0,32,0
ch,16,LowRange,196,36,0,1,0,2,0
ch,16,Mask_AlignBuffer,203,36,0,1,0,128,0
ch,16,Mask_adc,197,36,0,1,0,128,0
ch,16,Mask_toa,195,36,0,1,0,1,0
ch,16,Mask_tot,196,36,0,1,0,32,0
ch,16,Probe_inv,195,36,0,1,0,128,0
ch,16,Probe_noinv,194,36,0,1,0,1,0
ch,16,Probe_pa,196,36,0,1,0,1,0
ch,16,Probe_toa,196,36,0,1,0,128,0
ch,16,Probe_tot,196,36,0,1,0,64,0
ch,16,Ref_dac_inv,195,36,0,31,0,62,0
ch,16,Ref_dac_toa,193,36,0,27,0,62,0
ch,16,Ref_dac_tot,194,36,0,31,0,62,0
ch,16,Sel_trigger_toa,195,36,0,1,0,64,0
ch,16,Sel_trigger_tot,196,36,0,1,0,16,0
ch,17,Adc_pedestal,12,32,0,255,0,255,0
ch,17,Channel_off,4,32,0,1,0,8,0
ch,17,DAC_CAL_CTDC_TOA,6,32,0,63,0,63,0
ch,17,DAC_CAL_CTDC_TOT,8,32,0,63,0,63,0
ch,17,DAC_CAL_FTDC_TOA,5,32,0,63,0,63,0
ch,17,DAC_CAL_FTDC_TOT,7,32,0,63,0,63,0
ch,17,DIS_TDC,10,32,0,1,0,128,0
ch,17,ExtData,11,32,0,768,8,3,0
ch,17,ExtData,13,32,0,255,0,255,1
ch,17,HighRange,4,32,0,1,0,4,0
ch,17,IN_FTDC_ENCODER_TOA,9,32,0,63,0,63,0
ch,17,IN_FTDC_ENCODER_TOT,10,32,0,63,0,63,0
ch,17,Inputdac,0,32,0,31,0,31,0
ch,17,Inputdacpol,0,32,0,1,0,32,0
ch,17,LowRange,4,32,0,1,0,2,0
ch,17,Mask_AlignBuffer,11,32,0,1,0,128,0
ch,17,Mask_adc,5,32,0,1,0,128,0
ch,17,Mask_toa,3,32,0,1,0,1,0
ch,17,Mask_tot,4,32,0,1,0,32,0
ch,17,Probe_inv,3,32,0,1,0,128,0
ch,17,Probe_noinv,2,32,0,1,0,1,0
ch,17,Probe_pa,4,32,0,1,0,1,0
ch,17,Probe_toa,4,32,0,1,0,128,0
ch,17,Probe_tot,4,32,0,1,0,64,0
ch,17,Ref_dac_inv,3,32,0,31,0,62,0
ch,17,Ref_dac_toa,1,32,0,27,0,62,0
ch,17,Ref_dac_tot,2,32,0,31,0,62,0
ch,17,Sel_trigger_toa,3,32,0,1,0,64,0
ch,17,Sel_trigger_tot,4,32,0,1,0,16,0
ch,18,Adc_pedestal,172,34,0,255,0,255,0
ch,18,Channel_off,164,34,0,1,0,8,0
ch,18,DAC_CAL_CTDC_TOA,166,34,0,63,0,63,0
ch,18,DAC_CAL_CTDC_TOT,168,34,0,63,0,63,0
ch,18,DAC_CAL_FTDC_TOA,165,34,0,63,0,63,0
ch,18,DAC_CAL_FTDC_TOT,167,34,0,63,0,63,0
ch,18,DIS_TDC,170,34,0,1,0,128,0
ch,18,ExtData,171,34,0,768,8,3,0
ch,18,ExtData,173,34,0,255,0,255,1
ch,18,HighRange,164,34,0,1,0,4,0
ch,18,IN_FTDC_ENCODER_TOA,169,34,0,63,0,63,0
ch,18,IN_FTDC_ENCODER_TOT,170,34,0,63,0,63,0
ch,18,Inputdac,160,34,0,31,0,31,0
ch,18,Inputdacpol,160,34,0,1,0,32,0
ch,18,LowRange,164,34,0,1,0,2,0
ch,18,Mask_AlignBuffer,171,34,0,1,0,128,0
ch,18,Mask_adc,165,34,0,1,0,128,0
ch,18,Mask_toa,163,34,0,1,0,1,0
